ifam,ID,OnlineManual13,isOut,whyOut,sex,zygosity,tn_BFI1,tn_BFI2,tn_BFI3,tn_BFI4,tn_BFI5,tn_BFI6,tn_BFI7,tn_BFI8,tn_BFI9,tn_BFI10,tn_BFI11,tn_BFI12,tn_BFI13,tn_BFI14,tn_BFI15,tn_BFI16,tn_BFI17,tn_BFI18,tn_BFI19,tn_BFI20,tn_BFI21,tn_BFI22,tn_BFI23,tn_BFI24,tn_BFI25,tn_BFI26,tn_BFI27,tn_BFI28,tn_BFI29,tn_BFI30,tn_BFI31,tn_BFI32,tn_BFI33,tn_BFI34,tn_BFI35,tn_BFI36,tn_BFI37,tn_BFI38,tn_BFI39,tn_BFI40,tn_BFI41,tn_BFI42,tn_BFI43,tn_BFI44,tn_PDS3,tn_PDS4,tn_PDS5,tn_PDS6_Female,tn_PDS7_Male,tn_PDS8_Female,tn_PDS9_Male,tn_PDS10_Female,tn_PDS12_Male,EMPQ_emotional,EMPQ_cognitive,EMPQ_IRI_motiv,tn_BFI6_Rev,tn_BFI21_Rev,tn_BFI31_Rev,tn_BFI2_Rev,tn_BFI12_Rev,tn_BFI27_Rev,tn_BFI37_Rev,tn_BFI8_Rev,tn_BFI18_Rev,tn_BFI23_Rev,tn_BFI43_Rev,tn_BFI9_Rev,tn_BFI24_Rev,tn_BFI34_Rev,tn_BFI35_Rev,tn_BFI41_Rev,EXTRAVERSION,AGREEABLE,CONSCIENTIOUS,NEUROTICISM,OPENESS
4083,1,0,0, ,2,2,5,2,3,2,5,2,4,5,2,5,2,1,5,4,3,4,5,5,4,5,2,2,3,1,5,5,1,2,4,5,4,4,5,2,2,5,4,3,4,5,1,5,5,5,4,4,3,3, ,2, ,4, ,4.27272727272727,4.44444444444444,4,4,4,2,4,5,5,2,1,1,3,1,4,5,4,4,5,3.875,4,2.66666666666667,3.875,4.7
4083,4,0,0, ,2,2,5,4,5,1,4,4,5,2,2,4,4,1,4,2,3,4,4,1,2,4,2,4,4,4,3,4,1,5,3,4,2,4,5,3,4,4,3,4,4,3,3,4,2,5,4,3,3,3, ,2, ,4, ,3.54545454545455,4.77777777777778,3.5,2,4,4,2,5,5,3,4,5,2,4,4,2,3,2,3,3.875,4,4.22222222222222,2.625,3.5
4087,1,0,0, ,2,1,2,2,2,3,4,2,4,1,2,4,1,1,5,5,3,1,4,5,5,2,3,3,4,2,4,4,4,2,5,5,2,4,3,2,4,3,3,3,4,3,1,2,4,5,4,3,3,3, ,1, ,4, ,3.27272727272727,3.77777777777778,3.5,4,3,4,4,5,2,3,5,1,2,2,4,4,4,2,5,2.75,3.44444444444444,2.77777777777778,4.25,3.7
4087,4,0,0, ,2,1,4,2,4,2,3,5,4,2,2,2,1,1,5,4,4,2,3,2,4,4,4,3,2,2,2,3,2,4,4,5,4,5,4,2,5,2,1,3,3,3,2,4,3,5,4,3,3,3, ,2, ,4, ,4.63636363636364,4.22222222222222,3.5,1,2,2,4,5,4,5,4,4,4,3,4,4,4,1,4,2.125,4.11111111111111,3.88888888888889,3.625,3.3
6003,1,1,0, ,2,3,5,2,4,1,3,2,5,2,3,4,5,1,5,4,3,3,4,5,2,2,1,5,1,3,1,3,1,4,4,1,1,3,4,2,4,5,1,3,1,2,1,5,3,3,2,2,1, , ,4, ,1, ,2.90909090909091,3,3.83333333333333,4,5,5,4,5,5,5,4,1,5,3,3,3,4,2,5,4.375,4.55555555555556,3.66666666666667,2.75,2.6
6003,4,1,0, ,1,3,4,4,2,1,4,2,2,4,4,4,5,2,2,2,3,4,4,3,4,4,1,4,3,5,1,5,2,2,2,3,2,3,3,3,2,5,2,3,3,2,2,4,5,1,1,2,1, ,2, ,1, ,4,2.54545454545455,3.22222222222222,3.33333333333333,4,5,4,2,4,4,4,2,3,3,1,2,1,3,4,4,4.5,3.44444444444444,2.33333333333333,2.25,3
6009,1,1,0, ,1,1,4,3,3,1,4,3,4,2,2,4,4,3,5,3,4,4,3,3,2,4,2,4,3,3,2,4,2,4,2,4,2,4,4,3,3,4,2,4,3,4,3,4,3,3,2,2,2, ,1, ,2, ,5,2.81818181818182,4,2.66666666666667,3,4,4,3,3,4,4,4,3,3,3,4,3,3,3,3,3.875,3.66666666666667,3.66666666666667,2.625,3.5
6017,1,1,0, ,2,2,3,3,4,2,3,3,4,2,3,3,3,2,4,4,4,3,3,3,3,3,2,4,2,4,3,4,3,3,3,4,3,3,4,4,4,4,3,4,3,3,3,4,3,4,3,3,3,3, ,4, ,4, ,3.09090909090909,3.625,3,3,4,3,3,4,3,3,4,3,4,3,3,2,2,2,3,3.375,3.44444444444444,3.66666666666667,2.75,3.2
6017,4,1,0, ,2,2,5,2,4,1,4,3,4,4,3,4,5,2,4,4,4,5,4,4,3,4,1,4,2,3,4,4,2,5,3,4,2,4,4,3,4,5,2,4,3,4,2,4,3,4,3,3,2,3, ,4, ,4, ,3.90909090909091,4,3.83333333333333,3,5,4,4,4,4,4,2,2,4,3,3,3,3,2,4,4.5,4,3.55555555555556,2.875,3.8
6020,1,1,0, ,2,2,2,3,4,2,3,2,4, ,3,5,4,2,4,5,3,3,4,1,4,4,4,5,2,1,3,2,3,4,3,3,4,3,4,2,5,5,4,4,4,3,2,3,2,3,3,3,2,3, ,4, ,4, ,3.81818181818182,4.22222222222222,4.5,4,2,2,3,4,3,2, ,5,4,4,3,5,4,1,4,3,3.44444444444444,4.125,3.75,3.2
6020,4,1,0, ,2,2,4,4,5,2,4,1,4,5,4,5,4,1,5,5,4,4,5,1,5,5,2,4,3,1,4,1,1,5,3,5,4,5,4,1,5,4,3,2,4,5,3,2,5,5,2,3,2,3, ,5, ,1, ,4.18181818181818,3.88888888888889,3.6,5,4,2,2,5,5,3,1,5,3,1,2,5,5,1,3,3.5,3.88888888888889,3.44444444444444,3.875,4.1
8001,1,0,0, ,2,3,5,3,5,1,4,3,4,2,4,4,4,2,4,3,5,4,4,2,5,3,2,4,3,2,3,5,1,4,1,4,2,4,4,4,4,4,2,4,3,2,2,3,1,3,3,4,3,3, ,3, ,4, ,3.8,4,3.16666666666667,3,4,4,3,4,5,4,4,4,3,5,2,4,2,2,4,4.125,3.88888888888889,4.11111111111111,2.625,3.4
8001,4,0,0, ,1,3,4,4,4,3,4,3,4,3,3,4,4,2,5,3,4,4,4,3,4,4,2,4,3,3,4,4,3,4,3,4,3,4,4,3,3,4,3,3,3,3,2,4,3,4,2,3,2, ,2, ,2, ,3,3.72727272727273,4,2.83333333333333,3,4,3,2,4,3,3,3,3,3,3,3,3,3,3,4,3.75,3.55555555555556,3.55555555555556,3.125,3.8
8003,1,0,0, ,1,2,4,4,2,3,2,1,3,4,1,5,3,5,3,4,1,3,4,3,4,5,5,5,5,1,2,5,3,3,4,4,4,4,4,1,3,4,5,1,5,4,2,5,3,3, , , , , , , , , ,4,3.77777777777778,4,5,1,2,2,1,3,1,2,3,1,3,5,5,5,3,4,3.375,3.11111111111111,2.44444444444444,4.375,3.3
8003,4,0,0, ,1,2,2,1,4,1,5,3,5,4,4,5,4,1,5,1,4,4,3,1,1,4,2,3,1,4,5,5,1,5,1,2,1,5,5,4,2,5,1,4,2,4,2,4,1,4,2,1,2, ,1, ,1, ,5,3.09090909090909,4.44444444444444,2.83333333333333,3,4,5,5,5,5,5,2,5,5,5,2,2,2,4,4,4,4.44444444444444,4.44444444444444,1.5,4.1
8007,1,1,0, ,2,3,1,2,5,1,2,4,5,4,3,2,5,3,4,2,1,3,4,5,2,1,1,4,1,5,1,4,3,5,2,1,3,4,5,4,4,5,3,3,5,2,2,3,5,1,3,3,1,3, ,3, ,4, ,2.81818181818182,4.44444444444444,3,2,5,3,4,3,3,3,2,1,5,1,3,1,2,2,4,3.5,3.66666666666667,3.44444444444444,2.25,1.7
8008,1,0,0, ,1,1,4,3,1,1,5,2,4,5,1,5,5,4,4,4,5,4,4,5,4,5,1,4,5,2,5,5,4,1,4,2,2,4,4,4,1,5,5,1,4,5,4,2,5,2,3,3,3, ,3, ,2, ,4,3.90909090909091,4.33333333333333,4.83333333333333,4,5,4,3,2,2,1,1,1,1,1,5,4,2,5,2,4.5,2.88888888888889,1.66666666666667,3.5,4.1
8012,1,2,0, ,2,1,3,1,3,1,2,4,3,1,4,2,4,1,5,3,3,4,5,2,2,3,2,2,3,1,3,2,1,3,3,4,1,3,4,1,1,4,3,3,4,3,4,5,2,5, , , , , , , , , ,2.54545454545455,3.44444444444444,2.5,2,4,5,5,5,5,3,5,4,3,4,2,5,5,5,2,3.5,4,3.77777777777778,3.125,3.2
8012,4,2,0, ,2,1,4,2,2,1,3,3,4,4,3,2,5,3,3,1,3,4,3,4,2,2,1,5,3,4,2,4,1,2,2,4,1,5,3,3,2,5,2,1,2,3,2,5,5,5, , , , , , , , , ,1.90909090909091,3.44444444444444,2.5,3,5,5,4,3,5,4,2,2,3,1,3,2,3,4,4,4.375,4.22222222222222,2.11111111111111,2,3.2
8013,1,0,0, ,1,1,4,1,4,1,5,3,4,3,4,5,5,2,5,4,4,4,5,3,3,5,2,4,2,5,4,5,1,4,2,4,2,4,4,4,2,5,2,4,1,4,4,4,3,4, , , , , , , , , ,3.54545454545455,3.88888888888889,3.83333333333333,3,4,4,5,4,5,4,3,3,4,3,2,1,2,4,2,4.25,4.33333333333333,3.77777777777778,2,4.1
8013,4,0,0, ,1,1,3,3,3,1,4,3,4,4,3,4,4,4,4,3,3,3,4,3,2,4,3,4,3,4,4,5,2,3,3,3,3,3,4,4,2,4,4,3,3,4,3,4,3,2, , , , , , , , , ,3.27272727272727,3.77777777777778,3.5,3,3,3,3,2,4,2,2,3,3,3,3,2,2,4,3,3.5,3.33333333333333,3.11111111111111,2.375,3.5
8014,1,0,0, ,2,2,4,3,4,3,4,2,4,3,2,4,3,1,5,4,4,3,2,2,4,4,3,4,1,2,4,4,2,3,3,3,4,4,4,2,4,5,4,3,4,4,2,4,3,3, , , , , , , , , ,3.72727272727273,4.44444444444444,3.66666666666667,4,3,2,3,5,4,2,3,4,5,3,4,4,4,2,4,3.5,3.55555555555556,3.77777777777778,3.75,3.6
8014,4,0,0, ,2,2,5,2,5,1,4,3,3,3,4,5,4,3,5,3,4,3,2,1,3,4,2,3,2,2,4,4,1,5,2,4,2,3,5,4,3,4,3,4,3,3,3,4,3,4, , , , , , , , , ,3.45454545454545,4,3,3,4,4,4,3,5,3,3,5,4,3,2,4,2,3,3,3.875,3.33333333333333,4.33333333333333,2.5,3.8
8021,1,0,0, ,2,3,5,2,4,1,4,3,5,4,3,4,5,1,5,4,3,5,4,2,4,4,2,4,3,3,5,4,1,5,1,4,3,5,4,2,3,5,2,4,2,3,4,5,3,5, , , , , , , , , ,3.81818181818182,3.77777777777778,3.83333333333333,3,4,3,4,5,5,4,2,4,3,3,3,3,4,3,2,4.25,4.55555555555556,3.77777777777778,2.75,3.7
8021,4,0,0, ,1,3,1,1,4,1,3,2,4,2,3,4,5,2,4,2,3,4,4,1,2,3,4,4,2,2,5,4,2,4,3,4,3,4,4,3,4,5,3,4,2,3,5,4,3,4, , , , , , , , , ,3.63636363636364,3.44444444444444,2.66666666666667,4,2,3,5,4,4,3,4,5,4,3,3,4,3,2,1,3.5,4,4,2.5,3.2
8024,1,0,0, ,2,2,1,2,5,3,4,5,5,2,5,4,4,1,5,2,5,4,5,2,4,4,5,5,3,3,5,2,4,5,3,5,5,5,5,5,5,2,3,4,3,3,4,3,2,5,3,4,1,4, ,3, ,4, ,3.27272727272727,3.66666666666667,3.66666666666667,1,1,1,4,5,2,3,4,4,3,4,1,3,1,1,2,2,4.11111111111111,4.33333333333333,2.5,3.8
8024,4,0,0, ,2,2,2,2,4,1,5,3,4,3,3,5,3,5,5,4,5,3,4,3,3,5,5,4,4,3,5,5,1,5,2,5,3,4,5,4,5,4,1,4,5,5,4,4,1,5,2,4,2,4, ,2, ,4, ,3.18181818181818,3.88888888888889,3.66666666666667,3,1,3,4,1,5,5,3,3,2,5,3,3,2,1,2,3,3.88888888888889,4,2.875,4.3
8026,1,2,0, ,2,2,4,2,5,1,4,5,5,1,3,4,5,1,5,4,4,4,5,1,5,4,5,5,2,2,4,4,1,5,1,4,5,5,5,1,3,5,2,4,1,4,3,5,1,4,3,3,3,3, ,3, ,4, ,3.81818181818182,4.55555555555556,4.16666666666667,1,1,1,4,5,5,4,5,5,4,5,3,4,5,3,3,3.125,4.77777777777778,4.77777777777778,3,3.8
8026,4,2,0, ,2,2,4,3,4,1,3,4,4,2,3,4,4,3,4,3,3,3,2,2,3,3,4,4,3,3,4,4,2,4,2,3,3,4,4,3,5,4,2,4,3,3,2,4,3,3, ,3, ,2, ,4, ,1, ,3.45454545454545,4.11111111111111,3.5,2,2,3,3,3,4,4,4,4,3,3,3,3,3,1,4,3.25,3.55555555555556,3.77777777777778,2.625,3.1
8028,1,0,0, ,1,3,2,3,5,1,2,4,3,2,4,4,4,1,5,2,3,4,4,1,4,5,3,3,3,4,4,4,1,5,3,3,3,3,4,2,5,5,2,5,2,2,4,2,2,4,3,3,2, ,2, ,3, ,3,3.54545454545455,3.55555555555556,3.66666666666667,2,3,3,3,5,5,4,4,5,3,4,2,2,4,1,2,3.375,3.55555555555556,4.44444444444444,2.5,3
8028,4,0,0, ,2,3,4,1,5,1,5,2,5,1,4,5,5,1,5,4,4,5,5,1,3,4,3,4,1,3,4,5,1,5,1,5,2,5,5,4,3,5,1,5,3,5,5,5,2,5,3,3,2,3, ,3, ,4, ,3.72727272727273,4.77777777777778,5,4,3,4,5,5,5,5,5,5,5,4,2,3,2,3,1,4.375,4.88888888888889,4.88888888888889,2.375,4.1
8032,1,0,0, ,2,3,2,2,4,1,3,4,5,1,2,3,4,1,5,3,3,4,4,1,4,3,3,5,3,4,3,5,1,5,1,5,4,5,4,2,3,4,1,3,1,3,1,5,1,1,3,3,3,2, ,5, ,4, ,3.81818181818182,3.66666666666667,4.16666666666667,2,3,2,4,5,5,5,5,5,3,5,4,2,4,3,5,3.25,4.77777777777778,4.33333333333333,2.5,3.2
8033,1,1,0, ,1,2,2,2,4,2,4,4,4,4,3,5,4,1,4,4,5,5,4,4,3,5,4,3,1,5,5,5,4,4,2,3,2,4,4,4,4,4,3,4,3,5,2,4,3,5,2,1,3, ,4, ,3, ,3,2.45454545454545,3.77777777777778,3.83333333333333,2,2,4,4,5,2,3,2,2,5,3,3,1,2,2,4,3.5,3.66666666666667,3.55555555555556,2.5,4.3
8033,4,1,0, ,1,2,4,3,4,2,4,5,4,5,1,5,5,3,4,5,4,5,4,3,5,5,2,4,4,3,4,5,3,4,3,5,4,4,4,3,3,5,3,5,2,3,5,5,5,4,3,2,3, ,4, ,1, ,3,2.63636363636364,4.11111111111111,3.83333333333333,1,4,2,3,3,3,3,1,3,2,1,5,3,3,3,1,3.875,3.66666666666667,3.11111111111111,3.5,3.8
8038,1,0,0, ,1,3,4,3,4,3,3,2,4,5,2,3,4,4,3,3,3,3,3,5,2,4,5,3,3,4,3,5,2,3,4,1,4,3,2,2,3,3,4,2,5,3,1,3,5,1,3,2,3, ,2, ,2, ,3,2.54545454545455,4.22222222222222,3.16666666666667,4,1,2,3,2,4,2,1,1,3,1,4,2,4,3,5,3.25,3,2.22222222222222,3.375,2.9
8038,4,0,0, ,2,3,5,2,5,1,4,5,5,2,4,5,5,1,5,3,5,5,4,1,5,5,1,5,3,4,2,5,3,5,3,5,2,5,5,4,4,5,2,5,3,4,1,5,1,5,3, ,3,2, ,4, ,4, ,3.72727272727273,4.77777777777778,4.16666666666667,1,5,4,4,5,3,4,4,5,3,5,2,2,2,2,5,4.375,4.44444444444444,4.66666666666667,2.625,4.2
8041,1,0,0, ,1,2,5,3,2,1,3,2,4,4,5,5,4,2,3,2,4,3,4,4,2,3,1,4,4,3,3,3,4,2,4,5,2,4,3,4,4,4,3,3,2,5,4,2,3,2,3,3,3, ,3, ,2, ,3,3.81818181818182,4,4.16666666666667,4,5,4,3,4,2,3,2,2,2,3,1,3,2,2,2,4,3.33333333333333,2.44444444444444,2.125,3.4
8041,4,0,0, ,1,2,4,3,5,2,5,1,4,4,5,3,3,3,4,5,4,4,4,3,4,5,1,3,4,4,5,5,4,3,2,5,2,3,3,4,2,5,4,3,2,5,1,4,2,5,3,3,3, ,3, ,2, ,3,3.72727272727273,4.77777777777778,3.33333333333333,5,5,4,3,3,2,2,2,3,2,4,1,2,2,4,5,4.375,3.11111111111111,3.22222222222222,2.5,4.6
8044,1,0,0, ,1,3,2,2,4,1,5,3,4,4,2,4,4,2,4,4,3,3,4,2,4,4,3,5,3,4,4,3,4,5,2,4,3,4,4,2,4,5,2,3,5,5,3,4,2,3,3,3,4, ,3, ,3, ,2,3.4,4,4,3,3,3,4,4,2,4,2,4,3,4,4,2,4,2,3,3.25,3.88888888888889,3.66666666666667,3.25,3.7
8044,4,0,0, ,2,3,4,5,4, ,4,2,4,5,1,5,3,4,5,5,2,3,4,5,4,4,2,1,3,1,4,5,4,5,5,2,2,4,3,2,1,3,4,3,5,3,4,5,3,3,4,3,3,3, ,2, ,4, ,3.72727272727273,3.11111111111111,3,4,4,4,1,2,2,2,1,1,3,3,5,5,4,5,2,3.75,2.77777777777778,3.11111111111111,4.71428571428571,3.4
8046,1,0,0, ,2,1,4,1,1,2,3,2,5,4,4,4,5,3,4,5,5,5,5,5,5,5,1,4,3,1,5,3,1,2,2,4,4,5,5,3,3,5,3,3,4,3,4,5,5,3,3,2,1,3, ,4, , , ,3.54545454545455,4.11111111111111,5,4,5,2,5,3,5,3,2,1,3,1,2,5,3,3,2,4.125,4.44444444444444,2.44444444444444,3.5,3.7
8046,4,0,0, ,2,1,5,2,5,3,5,3,5,2,1,4,5,4,5,5,2,5,2,1,2,4,4,5,4,2,4,5,5,4,5,5,5,3,4,1,3,5,5,2,5,2,5,4,2,5,3,1,1,1, ,5, ,1, ,3.36363636363636,4,4.16666666666667,3,2,1,4,2,1,1,4,5,2,4,5,4,5,3,1,3.875,3,3.88888888888889,4.25,3.5
8048,1,0,0, ,2,2,4,2,4,1,3,2,5,2,4,4,4,2,4,4,4,4,5,2,4,4,2,4,2,3,3,3,2,4,4,4,2,5,4,4,5,5,2,5,4,4,4,5,3,3,3,3,2,3, ,4, ,1, ,3.81818181818182,4,4.83333333333333,4,4,4,4,4,4,4,4,4,4,3,2,3,2,1,2,4,4.44444444444444,4,3,3.2
8048,4,0,0, ,2,2,5,3,4,2,4,2,5,3,4,5,5,3,4,4,4,5,5,5,4,4,2,3,3,4,4,3,3,2,4,5,4,5,4,2,4,5,3,2,4,4,2,4,5,3,2,3,2,3, ,4, ,1, ,3.90909090909091,4,4.33333333333333,4,4,2,3,3,3,3,3,1,3,1,2,2,4,2,4,4.125,3.77777777777778,2.66666666666667,3.25,3.9
8054,1,0,0, ,2,2,5,4,5,1,2,3,5,2,4,4,5,3,5,2,4,5,1,2,3,5,1,3,2,4,3,5,1,4,2,4,2,4,5,3,3,5,4,5,3,5,3,5,4,3, , , , , , , , , ,3,3.77777777777778,3.83333333333333,3,5,4,2,3,5,2,4,4,4,2,2,2,3,3,3,4.625,3.33333333333333,4.22222222222222,2.25,3.6
8054,4,0,0, ,2,2,5,2,4,1,5,3,5,4,3,5,5,3,5,5,4,5,3,4,5,5,3,4,3,1,5,5,3,2,1,5,4,5,5,4,4,5,4,2,4,5,1,5,3,5, , , , , , , , , ,3.72727272727273,4.44444444444444,4.16666666666667,3,3,2,4,3,3,2,2,2,3,3,3,5,2,2,5,4.125,3.77777777777778,3.11111111111111,3.25,4.6
8056,1,0,0, ,1,2,3,2,2,1,4,5,4,4,3,5,4,1,4,4,5,4,4,4,3,4,3,4,4,3,4,3,4,4,3,5,4,4,4,1,3,4,1,1,2,4,3,4,2,2,2,2,1, ,3, ,1, ,4,4.09090909090909,4.33333333333333,3,1,3,2,4,5,2,5,2,2,2,4,3,3,5,3,3,3,4,2.77777777777778,3,3.9
8056,4,0,0, ,1,2,4,2,3,2,4,4,4,1,3,4,3,1,5,2,5,4,4,2,4,3,4,4,3, ,4,3,1,4,3,2,3,4,4,2,4,4,3,3,3,2,2,4,1,2,3,3,1, ,1, ,2, ,3,2.63636363636364,4.22222222222222,3.33333333333333,2,2,3,4,5,5,3,5,4,3,5,3, ,4,2,4,3.125,4.11111111111111,4,3,3.2
8062,1,0,0, ,2,1,2,3,4,3,1,4,4,2,3,4,2,1,4,2,4,2,4,1,4,5,4,3,3,2,4,3,3,4,3,5,5,4,2,2,4,3,1,2,4,2,4,4,4,2,3,4,3,3, ,2, ,4, ,3,3.55555555555556,2.83333333333333,2,2,1,3,5,3,5,4,5,3,2,3,4,4,2,2,2.125,3.88888888888889,3.33333333333333,3.375,3.1
8062,4,0,0, ,2,1,2,1,3,3,2,3,4,2,2,3,3,2,4,3,3,2,4,2,4,4,5,4,3,2,2,2,2,2,3,3,5,4,3,2,4,3,2,2,2,3,2,3,2,3,3,3,3,3, ,2, ,4, ,3.27272727272727,4,3.66666666666667,3,1,1,5,4,4,4,4,4,3,4,4,4,4,2,4,2.125,4,3.22222222222222,3.375,2.9
8063,1,0,0, ,2,3,5,1,4,1,4,1,5,4,1,5,5,3,5,5,4,4,3,1,5,5,1,4,2,1,5,5,2,5,1,4,1,5,5,1,2,5,4,4,5,5,4,4,4,1,2,2,2,1, ,5, ,1, ,3.36363636363636,4.55555555555556,3.66666666666667,5,5,5,5,3,4,2,2,5,4,2,5,5,5,4,2,4.875,3.88888888888889,4,4,3.9
8064,1,1,0, ,1,1,2,2,3,1,3,4,4,4,2,5,5,1,4,5,3,4,5,2,3,4,2,3,3,2,2,4,2,2,2,4,4,4,3,3,4,4,4,2,3,5,2,4,5,2,1,3,2, ,2, ,2, ,4,3.45454545454545,3.88888888888889,3.5,2,4,2,4,5,4,2,2,4,3,1,4,4,3,2,4,3.375,3.88888888888889,2.66666666666667,3.125,3.4
8064,4,1,0, ,1,1,4,3,4,3,4,4,4,2,4,4,5,2,4,3,4,3,3,2,4,4,3,3,3,4,4,5,4,3,3,4,2,4,4,4,3,4,4,4,3,4,3,4,2,4,2,1,2, ,1, ,1, ,4,2.45454545454545,3.88888888888889,2.83333333333333,2,3,4,3,4,2,2,4,4,3,4,2,2,2,3,3,3.75,3.22222222222222,3.77777777777778,2.75,3.8
8070,1,0,0, ,1,3,4,5,1,3,4,2,4,5,3,4,5,1,2,3,4,4,4,3,4,4,3,4,5,1,4,3,3,2,4,3,4,4,2,3,2,5,3,4,2,5,4,5,3,2,3,3,4, ,1, ,2, ,4,3.63636363636364,3.77777777777778,3.83333333333333,4,3,2,1,5,3,3,1,3,1,3,3,5,3,4,2,3.75,3.66666666666667,2.11111111111111,3.375,3.6
8070,4,0,0, ,2,3,3,2,4,1,5,4,4,4,4,5,5,1,4,4,5,5,5,3,5,5,4,4,3,2,5,3,2,4,1,5,4,4,4,3,4,4,2,3,2,3,2,5,2,3,2,3,2,3, ,3, ,4, ,4.27272727272727,4.22222222222222,4,2,2,2,4,5,4,4,2,3,3,4,2,4,3,2,4,3.25,4.33333333333333,3.44444444444444,2.75,4.2
8075,1,2,0, ,2,1,3,3,5,1,2,3,3,2,3,4,4,3,4,2,3,4,4,1,4,3,3,4,4,3,2,4,2,3,3,4,4,5,5,3,4,5,3,3,4,4,4,3,3,4, , , , , , , , , ,3.27272727272727,3.55555555555556,2.83333333333333,3,3,2,3,3,4,3,4,5,2,3,3,3,3,2,2,3.5,3.55555555555556,3.77777777777778,2.875,3
8075,4,2,0, ,2,1,4,2,4,1,4,3,3,3,4,5,4,4,4,4,4,5,5,2,4,4,2,5,2,3,3,4,1,3,1,3,2,4,4,1,2,4,2,4,4,4,3,5,4,4, , , , , , , , , ,3.36363636363636,3.88888888888889,3.66666666666667,3,4,4,4,2,5,4,3,4,4,2,2,3,5,4,3,4,4.11111111111111,3.55555555555556,3,3.8
8076,1,0,0, ,1,3,2,2,3, ,4,4,5,4,4,5,4,1,3,4,3,2,5,5,1,5,4,4,1,3,5,3,1,3,3,2,4,4,3,5,3,4,1,2,1,5,4,4,4,4, , , , , , , , , ,3.72727272727273,4,3.5,2,2,2,4,5,5,5,2,1,5,2,2,3,1,3,2,2.625,4.55555555555556,2.66666666666667,2.14285714285714,3.8
8076,4,0,0, ,2,3,4,2,4,1,5,2,4,4,3,5,5,2,5,4,5,5,5,5,2,5,3,5,4,5,5,3,2,3,2,2,1,5,5,5,2,5,4,2,3,5,5,4,3,5, , , , , , , , , ,3.09090909090909,4.55555555555556,4.16666666666667,4,3,5,4,4,4,2,2,1,2,3,3,1,1,4,1,4.25,4.11111111111111,3,2.125,4.2
8081,4,0,0, ,1,1,3,2,5,2,4,4,4,4,2,5,4,1,4,4,4,4,5,1,4,4,4,4,1,2,4,4,2,5,4,4,4,4,5,2,5,5,3,4,2,4,2,4,2,4,2,2,1, ,1, ,1, ,4,4,4.11111111111111,4.5,2,2,2,4,5,4,3,2,5,5,4,4,4,4,1,4,3.25,4.11111111111111,4.33333333333333,3.5,3.8
8082,1,1,0, ,2,2,4,2,2,1,3,5,5,5,4,5,5,1,5,5,4,5,5,5,2,5,5,5,4,1,3,2,2,5,3,5,5,5,3,3,5,4,2,2,4,5,2,2,5,4,3,2,1,2, ,4, ,1, ,4.09090909090909,4.77777777777778,4.5,1,1,1,4,5,4,4,1,1,2,1,2,5,3,1,4,2.875,4.33333333333333,2.44444444444444,3.125,3.9
8082,4,1,0, ,2,2,5,2,5,1,4,2,3,1,5,5,5,1,5,4,5,3,3,1,2,3,2,4,1,5,4,4,4,5,4,5,4,5,4,4,3,3,4,5,4,4,4,2,4,4,2,4,3,2, ,4, ,4, ,3,3.77777777777778,4,4,4,2,4,5,2,2,5,5,5,2,1,1,2,3,2,3.75,3.33333333333333,4.55555555555556,2.375,3.9
8085,1,0,0, ,2,3,5,1,4,2,5,4,5,2,5,5,3,1,5,5,5,4,4,5,5,4,1,4,4,1,5,5,4,3,5,4,4,4,4,5,5,5,5,2,5,5,5,5,2,5,3,3,3,3, ,3, ,4, ,4,4.88888888888889,4.5,2,5,2,5,5,2,1,4,1,2,4,1,5,1,1,1,3.875,3.88888888888889,3.22222222222222,3.625,4
8085,4,0,0, ,1,3,5,5,4,2,5,2,2,2,3,5,5,2,4,3,5,3,2,4,2,5,2,3,3,5,4,4,2,5,4,4,4,2,4,4,2,4,4,4,4,4,3,2,1,4,3,3,2, ,1, ,3, ,4,1.72727272727273,4.22222222222222,2.66666666666667,4,4,2,1,4,4,2,4,2,3,5,3,1,2,4,3,3.875,2.44444444444444,3.88888888888889,2.625,4.3
8088,4,2,0, ,1,2,5,4,3,2,3,2,4,4,2,4,4,4,3,4,4,4,4,3,5,4,3,3,3,2,3,5,3,3,3,3,4,4,4,2,4,4,3,4,4,4,3,4,5,4,3,2,1, ,2, ,1, ,3,3.90909090909091,4,3.66666666666667,4,3,2,2,2,3,3,2,3,3,1,4,4,4,2,3,3.875,3.22222222222222,2.88888888888889,3.75,3.4
8097,1,0,0, ,1,1,3,4,3,1,4,4,5,3,4,3,3,2,4,3,3,4,4,1,2,5,3,2,2,3,3,3,3,4,2,2,3,5,4,4,4,5,4,3,3,4,2,4,3,2,3,3,3, ,3, ,2, ,3,3.36363636363636,4.11111111111111,4,2,3,3,2,4,3,2,3,5,4,3,2,3,2,2,4,3.25,3.44444444444444,3.66666666666667,2.25,3.2
8097,4,0,0, ,1,1,4,3,2,2,3,4,3,1,4,5,5,1,3,4,3,4,4,1,3,5,2,4,3,3,3,4,2,4,2,4,2,2,4,4,5,5,3,4,2,4,5,2,4,1,3,3,3, ,3, ,1, ,2,2.54545454545455,4.44444444444444,2.83333333333333,2,4,4,3,5,4,3,5,5,3,2,2,3,2,1,1,4,3.33333333333333,3.55555555555556,2.5,3
